ID,Exchange,Commodity,Year,Month,Contract,FutureTicker,OptionTicker,FutureExpiry,OptionExpiry
821,CBOT,BO,2019,6,M19,,,2019-06-14,2019-05-24
822,CBOT,BO,2019,7,N19,,,2019-07-12,2019-06-21
823,CBOT,BO,2019,8,Q19,,,2019-08-14,2019-07-26
824,CBOT,BO,2019,9,U19,,,2019-09-13,2019-08-23
825,CBOT,BO,2019,10,V19,,,2019-10-11,2019-09-20
826,CBOT,BO,2019,11,X19,,,2019-11-14,2019-10-25
827,CBOT,BO,2019,12,Z19,,,2019-12-13,2019-11-22
828,CBOT,BO,2020,1,F20,,,2020-01-14,2019-12-27
829,CBOT,BO,2020,2,G20,,,2020-02-14,2020-01-24
830,CBOT,BO,2020,3,H20,,,2020-03-13,2020-02-21
831,CBOT,BO,2020,4,J20,,,2020-04-14,2020-03-27
832,CBOT,BO,2020,5,K20,,,2020-05-14,2020-04-24
833,CBOT,BO,2020,6,M20,,,2020-06-12,2020-05-22
834,CBOT,BO,2020,7,N20,,,2020-07-14,2020-06-26
835,CBOT,BO,2020,8,Q20,,,2020-08-14,2020-07-24
836,CBOT,BO,2020,9,U20,,,2020-09-14,2020-08-21
837,CBOT,BO,2020,10,V20,,,2020-10-14,2020-09-25
838,CBOT,BO,2020,11,X20,,,2020-11-13,2020-10-23
839,CBOT,BO,2020,12,Z20,,,2020-12-14,2020-11-20
840,CBOT,BO,2021,1,F21,,,2021-01-14,2020-12-24
841,CBOT,BO,2021,2,G21,,,2021-02-12,2021-01-22
842,CBOT,BO,2021,3,H21,,,2021-03-12,2021-02-19
843,CBOT,BO,2021,4,J21,,,2021-04-14,2021-03-26
844,CBOT,BO,2021,5,K21,,,2021-05-14,2021-04-23
845,CBOT,BO,2021,6,M21,,,2021-06-14,2021-05-21
846,CBOT,BO,2021,7,N21,,,2021-07-14,2021-06-25
847,CBOT,BO,2021,8,Q21,,,2021-08-13,2021-07-23
848,CBOT,BO,2021,9,U21,,,2021-09-14,2021-08-27
849,CBOT,BO,2021,10,V21,,,2021-10-14,2021-09-24
850,CBOT,BO,2021,11,X21,,,2021-11-12,2021-10-22
851,CBOT,BO,2021,12,Z21,,,2021-12-14,2021-11-26
852,CBOT,BO,2022,1,F22,,,2022-01-14,2021-12-24
853,CBOT,BO,2022,2,G22,,,2022-02-14,2022-01-21
854,CBOT,BO,2022,3,H22,,,2022-03-14,2022-02-18
855,CBOT,BO,2022,4,J22,,,2022-04-14,2022-03-25
856,CBOT,BO,2022,5,K22,,,2022-05-13,2022-04-22
857,CBOT,BO,2022,6,M22,,,2022-06-14,2022-05-20
858,CBOT,BO,2022,7,N22,,,2022-07-14,2022-06-24
859,CBOT,BO,2022,8,Q22,,,2022-08-12,2022-07-22
860,CBOT,BO,2022,9,U22,,,2022-09-14,2022-08-26
861,CBOT,BO,2022,10,V22,,,2022-10-14,2022-09-23
862,CBOT,BO,2022,11,X22,,,2022-11-14,2022-10-21
863,CBOT,BO,2022,12,Z22,,,2022-12-14,2022-11-25
864,CBOT,BO,2023,1,F23,,,2023-01-13,2022-12-23
865,CBOT,BO,2023,2,G23,,,2023-02-14,2023-01-27
866,CBOT,BO,2023,3,H23,,,2023-03-14,2023-02-24
867,CBOT,BO,2023,4,J23,,,2023-04-14,2023-03-24
868,CBOT,BO,2023,5,K23,,,2023-05-12,2023-04-21
869,CBOT,BO,2023,6,M23,,,2023-06-14,2023-05-26
870,CBOT,BO,2023,7,N23,,,2023-07-14,2023-06-23
871,CBOT,BO,2023,8,Q23,,,2023-08-14,2023-07-21
872,CBOT,BO,2023,9,U23,,,2023-09-14,2023-08-25
873,CBOT,BO,2023,10,V23,,,2023-10-13,2023-09-22
874,CBOT,BO,2023,11,X23,,,2023-11-14,2023-10-27
875,CBOT,BO,2023,12,Z23,,,2023-12-14,2023-11-24
876,CBOT,SM,2013,8,Q13,,,2013-08-14,2013-07-26
877,CBOT,SM,2013,9,U13,,,2013-09-13,2013-08-23
878,CBOT,SM,2013,10,V13,,,2013-10-11,2013-09-20
879,CBOT,SM,2013,11,X13,,,2013-11-14,2013-10-25
880,CBOT,SM,2013,12,Z13,,,2013-12-13,2013-11-22
881,CBOT,SM,2014,1,F14,,,2014-01-14,2013-12-27
882,CBOT,SM,2014,2,G14,,,2014-02-14,2014-01-24
883,CBOT,SM,2014,3,H14,,,2014-03-14,2014-02-21
884,CBOT,SM,2014,4,J14,,,2014-04-14,2014-03-21
885,CBOT,SM,2014,5,K14,,,2014-05-14,2014-04-25
886,CBOT,SM,2014,6,M14,,,2014-06-13,2014-05-23
887,CBOT,SM,2014,7,N14,,,2014-07-14,2014-06-20
888,CBOT,SM,2014,8,Q14,,,2014-08-14,2014-07-25
889,CBOT,SM,2014,9,U14,,,2014-09-12,2014-08-22
890,CBOT,SM,2014,10,V14,,,2014-10-14,2014-09-26
891,CBOT,SM,2014,11,X14,,,2014-11-14,2014-10-24
892,CBOT,SM,2014,12,Z14,,,2014-12-12,2014-11-21
893,CBOT,SM,2015,1,F15,,,2015-01-14,2014-12-26
894,CBOT,SM,2015,2,G15,,,2015-02-13,2015-01-23
895,CBOT,SM,2015,3,H15,,,2015-03-13,2015-02-20
896,CBOT,SM,2015,4,J15,,,2015-04-14,2015-03-27
897,CBOT,SM,2015,5,K15,,,2015-05-14,2015-04-24
898,CBOT,SM,2015,6,M15,,,2015-06-12,2015-05-22
899,CBOT,SM,2015,7,N15,,,2015-07-14,2015-06-26
900,CBOT,SM,2015,8,Q15,,,2015-08-14,2015-07-24
901,CBOT,SM,2015,9,U15,,,2015-09-14,2015-08-21
902,CBOT,SM,2015,10,V15,,,2015-10-14,2015-09-25
903,CBOT,SM,2015,11,X15,,,2015-11-13,2015-10-23
904,CBOT,SM,2015,12,Z15,,,2015-12-14,2015-11-20
905,CBOT,SM,2016,1,F16,,,2016-01-14,2015-12-24
906,CBOT,SM,2016,2,G16,,,2016-02-12,2016-01-22
907,CBOT,SM,2016,3,H16,,,2016-03-14,2016-02-19
908,CBOT,SM,2016,4,J16,,,2016-04-14,2016-03-25
909,CBOT,SM,2016,5,K16,,,2016-05-13,2016-04-22
910,CBOT,SM,2016,6,M16,,,2016-06-14,2016-05-20
911,CBOT,SM,2016,7,N16,,,2016-07-14,2016-06-24
912,CBOT,SM,2016,8,Q16,,,2016-08-12,2016-07-22
913,CBOT,SM,2016,9,U16,,,2016-09-14,2016-08-26
914,CBOT,SM,2016,10,V16,,,2016-10-14,2016-09-23
915,CBOT,SM,2016,11,X16,,,2016-11-14,2016-10-21
916,CBOT,SM,2016,12,Z16,,,2016-12-14,2016-11-25
917,CBOT,SM,2017,1,F17,,,2017-01-13,2016-12-23
918,CBOT,SM,2017,2,G17,,,2017-02-14,2017-01-27
919,CBOT,SM,2017,3,H17,,,2017-03-14,2017-02-24
920,CBOT,SM,2017,4,J17,,,2017-04-14,2017-03-24
921,CBOT,SM,2017,5,K17,,,2017-05-12,2017-04-21
922,CBOT,SM,2017,6,M17,,,2017-06-14,2017-05-26
923,CBOT,SM,2017,7,N17,,,2017-07-14,2017-06-23
924,CBOT,SM,2017,8,Q17,,,2017-08-14,2017-07-21
925,CBOT,SM,2017,9,U17,,,2017-09-14,2017-08-25
926,CBOT,SM,2017,10,V17,,,2017-10-13,2017-09-22
927,CBOT,SM,2017,11,X17,,,2017-11-14,2017-10-27
928,CBOT,SM,2017,12,Z17,,,2017-12-14,2017-11-24
929,CBOT,SM,2018,1,F18,,,2018-01-12,2017-12-22
930,CBOT,SM,2018,2,G18,,,2018-02-14,2018-01-26
931,CBOT,SM,2018,3,H18,,,2018-03-14,2018-02-23
932,CBOT,SM,2018,4,J18,,,2018-04-13,2018-03-23
933,CBOT,SM,2018,5,K18,,,2018-05-14,2018-04-20
934,CBOT,SM,2018,6,M18,,,2018-06-14,2018-05-25
935,CBOT,SM,2018,7,N18,,,2018-07-13,2018-06-22
936,CBOT,SM,2018,8,Q18,,,2018-08-14,2018-07-27
937,CBOT,SM,2018,9,U18,,,2018-09-14,2018-08-24
938,CBOT,SM,2018,10,V18,,,2018-10-12,2018-09-21
939,CBOT,SM,2018,11,X18,,,2018-11-14,2018-10-26
940,CBOT,SM,2018,12,Z18,,,2018-12-14,2018-11-23
941,CBOT,SM,2019,1,F19,,,2019-01-14,2018-12-21
942,CBOT,SM,2019,2,G19,,,2019-02-14,2019-01-25
943,CBOT,SM,2019,3,H19,,,2019-03-14,2019-02-22
944,CBOT,SM,2019,4,J19,,,2019-04-12,2019-03-22
945,CBOT,SM,2019,5,K19,,,2019-05-14,2019-04-26
946,CBOT,SM,2019,6,M19,,,2019-06-14,2019-05-24
947,CBOT,SM,2019,7,N19,,,2019-07-12,2019-06-21
948,CBOT,SM,2019,8,Q19,,,2019-08-14,2019-07-26
949,CBOT,SM,2019,9,U19,,,2019-09-13,2019-08-23
950,CBOT,SM,2019,10,V19,,,2019-10-11,2019-09-20
951,CBOT,SM,2019,11,X19,,,2019-11-14,2019-10-25
952,CBOT,SM,2019,12,Z19,,,2019-12-13,2019-11-22
953,CBOT,SM,2020,1,F20,,,2020-01-14,2019-12-27
954,CBOT,SM,2020,2,G20,,,2020-02-14,2020-01-24
955,CBOT,SM,2020,3,H20,,,2020-03-13,2020-02-21
956,CBOT,SM,2020,4,J20,,,2020-04-14,2020-03-27
957,CBOT,SM,2020,5,K20,,,2020-05-14,2020-04-24
958,CBOT,SM,2020,6,M20,,,2020-06-12,2020-05-22
959,CBOT,SM,2020,7,N20,,,2020-07-14,2020-06-26
960,CBOT,SM,2020,8,Q20,,,2020-08-14,2020-07-24
961,CBOT,SM,2020,9,U20,,,2020-09-14,2020-08-21
962,CBOT,SM,2020,10,V20,,,2020-10-14,2020-09-25
963,CBOT,SM,2020,11,X20,,,2020-11-13,2020-10-23
964,CBOT,SM,2020,12,Z20,,,2020-12-14,2020-11-20
965,CBOT,SM,2021,1,F21,,,2021-01-14,2020-12-24
966,CBOT,SM,2021,2,G21,,,2021-02-12,2021-01-22
967,CBOT,SM,2021,3,H21,,,2021-03-12,2021-02-19
968,CBOT,SM,2021,4,J21,,,2021-04-14,2021-03-26
969,CBOT,SM,2021,5,K21,,,2021-05-14,2021-04-23
970,CBOT,SM,2021,6,M21,,,2021-06-14,2021-05-21
971,CBOT,SM,2021,7,N21,,,2021-07-14,2021-06-25
972,CBOT,SM,2021,8,Q21,,,2021-08-13,2021-07-23
973,CBOT,SM,2021,9,U21,,,2021-09-14,2021-08-27
974,CBOT,SM,2021,10,V21,,,2021-10-14,2021-09-24
975,CBOT,SM,2021,11,X21,,,2021-11-12,2021-10-22
976,CBOT,SM,2021,12,Z21,,,2021-12-14,2021-11-26
977,CBOT,SM,2022,1,F22,,,2022-01-14,2021-12-24
978,CBOT,SM,2022,2,G22,,,2022-02-14,2022-01-21
979,CBOT,SM,2022,3,H22,,,2022-03-14,2022-02-18
980,CBOT,SM,2022,4,J22,,,2022-04-14,2022-03-25
981,CBOT,SM,2022,5,K22,,,2022-05-13,2022-04-22
982,CBOT,SM,2022,6,M22,,,2022-06-14,2022-05-20
983,CBOT,SM,2022,7,N22,,,2022-07-14,2022-06-24
984,CBOT,SM,2022,8,Q22,,,2022-08-12,2022-07-22
985,CBOT,SM,2022,9,U22,,,2022-09-14,2022-08-26
986,CBOT,SM,2022,10,V22,,,2022-10-14,2022-09-23
987,CBOT,SM,2022,11,X22,,,2022-11-14,2022-10-21
988,CBOT,SM,2022,12,Z22,,,2022-12-14,2022-11-25
989,CBOT,SM,2023,1,F23,,,2023-01-13,2022-12-23
990,CBOT,SM,2023,2,G23,,,2023-02-14,2023-01-27
991,CBOT,SM,2023,3,H23,,,2023-03-14,2023-02-24
992,CBOT,SM,2023,4,J23,,,2023-04-14,2023-03-24
993,CBOT,SM,2023,5,K23,,,2023-05-12,2023-04-21
994,CBOT,SM,2023,6,M23,,,2023-06-14,2023-05-26
995,CBOT,SM,2023,7,N23,,,2023-07-14,2023-06-23
996,CBOT,SM,2023,8,Q23,,,2023-08-14,2023-07-21
997,CBOT,SM,2023,9,U23,,,2023-09-14,2023-08-25
998,CBOT,SM,2023,10,V23,,,2023-10-13,2023-09-22
999,CBOT,SM,2023,11,X23,,,2023-11-14,2023-10-27
1000,CBOT,SM,2023,12,Z23,,,2023-12-14,2023-11-24
1001,NYMEX,CL,2013,8,Q13,,,2013-07-22,2013-07-17
1002,NYMEX,CL,2013,9,U13,,,2013-08-20,2013-08-15
1003,NYMEX,CL,2013,10,V13,,,2013-09-20,2013-09-17
1004,NYMEX,CL,2013,11,X13,,,2013-10-22,2013-10-17
1005,NYMEX,CL,2013,12,Z13,,,2013-11-20,2013-11-15
1006,NYMEX,CL,2014,1,F14,,,2013-12-19,2013-12-16
1007,NYMEX,CL,2014,2,G14,,,2014-01-21,2014-01-15
1008,NYMEX,CL,2014,3,H14,,,2014-02-20,2014-02-14
1009,NYMEX,CL,2014,4,J14,,,2014-03-20,2014-03-17
1010,NYMEX,CL,2014,5,K14,,,2014-04-22,2014-04-17
1011,NYMEX,CL,2014,6,M14,,,2014-05-20,2014-05-15
1012,NYMEX,CL,2014,7,N14,,,2014-06-20,2014-06-17
1013,NYMEX,CL,2014,8,Q14,,,2014-07-22,2014-07-17
1014,NYMEX,CL,2014,9,U14,,,2014-08-20,2014-08-15
1015,NYMEX,CL,2014,10,V14,,,2014-09-22,2014-09-17
1016,NYMEX,CL,2014,11,X14,,,2014-10-21,2014-10-16
1017,NYMEX,CL,2014,12,Z14,,,2014-11-20,2014-11-17
1018,NYMEX,CL,2015,1,F15,,,2014-12-19,2014-12-16
1019,NYMEX,CL,2015,2,G15,,,2015-01-20,2015-01-14
1020,NYMEX,CL,2015,3,H15,,,2015-02-20,2015-02-17
1021,NYMEX,CL,2015,4,J15,,,2015-03-20,2015-03-17
1022,NYMEX,CL,2015,5,K15,,,2015-04-21,2015-04-16
1023,NYMEX,CL,2015,6,M15,,,2015-05-19,2015-05-14
1024,NYMEX,CL,2015,7,N15,,,2015-06-22,2015-06-17
1025,NYMEX,CL,2015,8,Q15,,,2015-07-21,2015-07-16
1026,NYMEX,CL,2015,9,U15,,,2015-08-20,2015-08-17
1027,NYMEX,CL,2015,10,V15,,,2015-09-22,2015-09-17
1028,NYMEX,CL,2015,11,X15,,,2015-10-20,2015-10-15
1029,NYMEX,CL,2015,12,Z15,,,2015-11-20,2015-11-17
1030,NYMEX,CL,2016,1,F16,,,2015-12-21,2015-12-16
1031,NYMEX,CL,2016,2,G16,,,2016-01-20,2016-01-14
1032,NYMEX,CL,2016,3,H16,,,2016-02-22,2016-02-17
1033,NYMEX,CL,2016,4,J16,,,2016-03-22,2016-03-17
1034,NYMEX,CL,2016,5,K16,,,2016-04-20,2016-04-15
1035,NYMEX,CL,2016,6,M16,,,2016-05-20,2016-05-17
1036,NYMEX,CL,2016,7,N16,,,2016-06-21,2016-06-16
1037,NYMEX,CL,2016,8,Q16,,,2016-07-20,2016-07-15
1038,NYMEX,CL,2016,9,U16,,,2016-08-22,2016-08-17
1039,NYMEX,CL,2016,10,V16,,,2016-09-20,2016-09-15
1040,NYMEX,CL,2016,11,X16,,,2016-10-20,2016-10-17
1041,NYMEX,CL,2016,12,Z16,,,2016-11-21,2016-11-16
1042,NYMEX,CL,2017,1,F17,,,2016-12-20,2016-12-15
1043,NYMEX,CL,2017,2,G17,,,2017-01-20,2017-01-17
1044,NYMEX,CL,2017,3,H17,,,2017-02-21,2017-02-15
1045,NYMEX,CL,2017,4,J17,,,2017-03-21,2017-03-16
1046,NYMEX,CL,2017,5,K17,,,2017-04-20,2017-04-17
1047,NYMEX,CL,2017,6,M17,,,2017-05-22,2017-05-17
1048,NYMEX,CL,2017,7,N17,,,2017-06-20,2017-06-15
1049,NYMEX,CL,2017,8,Q17,,,2017-07-20,2017-07-17
1050,NYMEX,CL,2017,9,U17,,,2017-08-22,2017-08-17
1051,NYMEX,CL,2017,10,V17,,,2017-09-20,2017-09-15
1052,NYMEX,CL,2017,11,X17,,,2017-10-20,2017-10-17
1053,NYMEX,CL,2017,12,Z17,,,2017-11-20,2017-11-15
1054,NYMEX,CL,2018,1,F18,,,2017-12-19,2017-12-14
1055,NYMEX,CL,2018,2,G18,,,2018-01-22,2018-01-17
1056,NYMEX,CL,2018,3,H18,,,2018-02-20,2018-02-14
1057,NYMEX,CL,2018,4,J18,,,2018-03-20,2018-03-15
1058,NYMEX,CL,2018,5,K18,,,2018-04-20,2018-04-17
1059,NYMEX,CL,2018,6,M18,,,2018-05-22,2018-05-17
1060,NYMEX,CL,2018,7,N18,,,2018-06-20,2018-06-15
1061,NYMEX,CL,2018,8,Q18,,,2018-07-20,2018-07-17
1062,NYMEX,CL,2018,9,U18,,,2018-08-21,2018-08-16
1063,NYMEX,CL,2018,10,V18,,,2018-09-20,2018-09-17
1064,NYMEX,CL,2018,11,X18,,,2018-10-22,2018-10-17
1065,NYMEX,CL,2018,12,Z18,,,2018-11-19,2018-11-14
1066,NYMEX,CL,2019,1,F19,,,2018-12-19,2018-12-14
1067,NYMEX,CL,2019,2,G19,,,2019-01-22,2019-01-16
1068,NYMEX,CL,2019,3,H19,,,2019-02-20,2019-02-14
1069,NYMEX,CL,2019,4,J19,,,2019-03-20,2019-03-15
1070,NYMEX,CL,2019,5,K19,,,2019-04-22,2019-04-17
1071,NYMEX,CL,2019,6,M19,,,2019-05-21,2019-05-16
1072,NYMEX,CL,2019,7,N19,,,2019-06-20,2019-06-17
1073,NYMEX,CL,2019,8,Q19,,,2019-07-22,2019-07-17
1074,NYMEX,CL,2019,9,U19,,,2019-08-20,2019-08-15
1075,NYMEX,CL,2019,10,V19,,,2019-09-20,2019-09-17
1076,NYMEX,CL,2019,11,X19,,,2019-10-22,2019-10-17
1077,NYMEX,CL,2019,12,Z19,,,2019-11-20,2019-11-15
1078,NYMEX,CL,2020,1,F20,,,2019-12-19,2019-12-16
1079,NYMEX,CL,2020,2,G20,,,2020-01-21,2020-01-15
1080,NYMEX,CL,2020,3,H20,,,2020-02-20,2020-02-14
1081,NYMEX,CL,2020,4,J20,,,2020-03-20,2020-03-17
1082,NYMEX,CL,2020,5,K20,,,2020-04-21,2020-04-16
1083,NYMEX,CL,2020,6,M20,,,2020-05-19,2020-05-14
1084,NYMEX,CL,2020,7,N20,,,2020-06-22,2020-06-17
1085,NYMEX,CL,2020,8,Q20,,,2020-07-21,2020-07-16
1086,NYMEX,CL,2020,9,U20,,,2020-08-20,2020-08-17
1087,NYMEX,CL,2020,10,V20,,,2020-09-22,2020-09-17
1088,NYMEX,CL,2020,11,X20,,,2020-10-20,2020-10-15
1089,NYMEX,CL,2020,12,Z20,,,2020-11-20,2020-11-17
1090,NYMEX,CL,2021,1,F21,,,2020-12-21,2020-12-16
1091,NYMEX,CL,2021,2,G21,,,2021-01-20,2021-01-14
1092,NYMEX,CL,2021,3,H21,,,2021-02-22,2021-02-17
1093,NYMEX,CL,2021,4,J21,,,2021-03-22,2021-03-17
1094,NYMEX,CL,2021,5,K21,,,2021-04-20,2021-04-15
1095,NYMEX,CL,2021,6,M21,,,2021-05-20,2021-05-17
1096,NYMEX,CL,2021,7,N21,,,2021-06-22,2021-06-17
1097,NYMEX,CL,2021,8,Q21,,,2021-07-20,2021-07-15
1098,NYMEX,CL,2021,9,U21,,,2021-08-20,2021-08-17
1099,NYMEX,CL,2021,10,V21,,,2021-09-21,2021-09-16
1100,NYMEX,CL,2021,11,X21,,,2021-10-20,2021-10-15
1101,NYMEX,CL,2021,12,Z21,,,2021-11-19,2021-11-16
1102,NYMEX,CL,2022,1,F22,,,2021-12-21,2021-12-16
1103,NYMEX,CL,2022,2,G22,,,2022-01-20,2022-01-14
1104,NYMEX,CL,2022,3,H22,,,2022-02-22,2022-02-16
1105,NYMEX,CL,2022,4,J22,,,2022-03-22,2022-03-17
1106,NYMEX,CL,2022,5,K22,,,2022-04-20,2022-04-15
1107,NYMEX,CL,2022,6,M22,,,2022-05-20,2022-05-17
1108,NYMEX,CL,2022,7,N22,,,2022-06-21,2022-06-16
1109,NYMEX,CL,2022,8,Q22,,,2022-07-20,2022-07-15
1110,NYMEX,CL,2022,9,U22,,,2022-08-22,2022-08-17
1111,NYMEX,CL,2022,10,V22,,,2022-09-20,2022-09-15
1112,NYMEX,CL,2022,11,X22,,,2022-10-20,2022-10-17
1113,NYMEX,CL,2022,12,Z22,,,2022-11-21,2022-11-16
1114,NYMEX,CL,2023,1,F23,,,2022-12-20,2022-12-15
1115,NYMEX,CL,2023,2,G23,,,2023-01-20,2023-01-17
1116,NYMEX,CL,2023,3,H23,,,2023-02-21,2023-02-15
1117,NYMEX,CL,2023,4,J23,,,2023-03-21,2023-03-16
1118,NYMEX,CL,2023,5,K23,,,2023-04-20,2023-04-17
1119,NYMEX,CL,2023,6,M23,,,2023-05-22,2023-05-17
1120,NYMEX,CL,2023,7,N23,,,2023-06-20,2023-06-15
1121,NYMEX,CL,2023,8,Q23,,,2023-07-20,2023-07-17
1122,NYMEX,CL,2023,9,U23,,,2023-08-22,2023-08-17
1123,NYMEX,CL,2023,10,V23,,,2023-09-20,2023-09-15
1124,NYMEX,CL,2023,11,X23,,,2023-10-20,2023-10-17
1125,NYMEX,CL,2023,12,Z23,,,2023-11-20,2023-11-15
1126,NYMEX,RB,2013,8,Q13,,,2013-07-31,2013-07-26
1127,NYMEX,RB,2013,9,U13,,,2013-08-30,2013-08-27
1128,NYMEX,RB,2013,10,V13,,,2013-09-30,2013-09-25
1129,NYMEX,RB,2013,11,X13,,,2013-10-31,2013-10-28
1130,NYMEX,RB,2013,12,Z13,,,2013-11-29,2013-11-25
1131,NYMEX,RB,2014,1,F14,,,2013-12-31,2013-12-26
1132,NYMEX,RB,2014,2,G14,,,2014-01-31,2014-01-28
1133,NYMEX,RB,2014,3,H14,,,2014-02-28,2014-02-25
1134,NYMEX,RB,2014,4,J14,,,2014-03-31,2014-03-26
1135,NYMEX,RB,2014,5,K14,,,2014-04-30,2014-04-25
1136,NYMEX,RB,2014,6,M14,,,2014-05-30,2014-05-27
1137,NYMEX,RB,2014,7,N14,,,2014-06-30,2014-06-25
1138,NYMEX,RB,2014,8,Q14,,,2014-07-31,2014-07-28
1139,NYMEX,RB,2014,9,U14,,,2014-08-29,2014-08-26
1140,NYMEX,RB,2014,10,V14,,,2014-09-30,2014-09-25
1141,NYMEX,RB,2014,11,X14,,,2014-10-31,2014-10-28
1142,NYMEX,RB,2014,12,Z14,,,2014-11-28,2014-11-24
1143,NYMEX,RB,2015,1,F15,,,2014-12-31,2014-12-26
1144,NYMEX,RB,2015,2,G15,,,2015-01-30,2015-01-27
1145,NYMEX,RB,2015,3,H15,,,2015-02-27,2015-02-24
1146,NYMEX,RB,2015,4,J15,,,2015-03-31,2015-03-26
1147,NYMEX,RB,2015,5,K15,,,2015-04-30,2015-04-27
1148,NYMEX,RB,2015,6,M15,,,2015-05-29,2015-05-26
1149,NYMEX,RB,2015,7,N15,,,2015-06-30,2015-06-25
1150,NYMEX,RB,2015,8,Q15,,,2015-07-31,2015-07-28
1151,NYMEX,RB,2015,9,U15,,,2015-08-31,2015-08-26
1152,NYMEX,RB,2015,10,V15,,,2015-09-30,2015-09-25
1153,NYMEX,RB,2015,11,X15,,,2015-10-30,2015-10-27
1154,NYMEX,RB,2015,12,Z15,,,2015-11-30,2015-11-24
1155,NYMEX,RB,2016,1,F16,,,2015-12-31,2015-12-28
1156,NYMEX,RB,2016,2,G16,,,2016-01-29,2016-01-26
1157,NYMEX,RB,2016,3,H16,,,2016-02-29,2016-02-24
1158,NYMEX,RB,2016,4,J16,,,2016-03-31,2016-03-28
1159,NYMEX,RB,2016,5,K16,,,2016-04-29,2016-04-26
1160,NYMEX,RB,2016,6,M16,,,2016-05-31,2016-05-25
1161,NYMEX,RB,2016,7,N16,,,2016-06-30,2016-06-27
1162,NYMEX,RB,2016,8,Q16,,,2016-07-29,2016-07-26
1163,NYMEX,RB,2016,9,U16,,,2016-08-31,2016-08-26
1164,NYMEX,RB,2016,10,V16,,,2016-09-30,2016-09-27
1165,NYMEX,RB,2016,11,X16,,,2016-10-31,2016-10-26
1166,NYMEX,RB,2016,12,Z16,,,2016-11-30,2016-11-25
1167,NYMEX,RB,2017,1,F17,,,2016-12-30,2016-12-27
1168,NYMEX,RB,2017,2,G17,,,2017-01-31,2017-01-26
1169,NYMEX,RB,2017,3,H17,,,2017-02-28,2017-02-23
1170,NYMEX,RB,2017,4,J17,,,2017-03-31,2017-03-28
1171,NYMEX,RB,2017,5,K17,,,2017-04-28,2017-04-25
1172,NYMEX,RB,2017,6,M17,,,2017-05-31,2017-05-25
1173,NYMEX,RB,2017,7,N17,,,2017-06-30,2017-06-27
1174,NYMEX,RB,2017,8,Q17,,,2017-07-31,2017-07-26
1175,NYMEX,RB,2017,9,U17,,,2017-08-31,2017-08-28
1176,NYMEX,RB,2017,10,V17,,,2017-09-29,2017-09-26
1177,NYMEX,RB,2017,11,X17,,,2017-10-31,2017-10-26
1178,NYMEX,RB,2017,12,Z17,,,2017-11-30,2017-11-27
1179,NYMEX,RB,2018,1,F18,,,2017-12-29,2017-12-26
1180,NYMEX,RB,2018,2,G18,,,2018-01-31,2018-01-26
1181,NYMEX,RB,2018,3,H18,,,2018-02-28,2018-02-23
1182,NYMEX,RB,2018,4,J18,,,2018-03-30,2018-03-27
1183,NYMEX,RB,2018,5,K18,,,2018-04-30,2018-04-25
1184,NYMEX,RB,2018,6,M18,,,2018-05-31,2018-05-25
1185,NYMEX,RB,2018,7,N18,,,2018-06-29,2018-06-26
1186,NYMEX,RB,2018,8,Q18,,,2018-07-31,2018-07-26
1187,NYMEX,RB,2018,9,U18,,,2018-08-31,2018-08-28
1188,NYMEX,RB,2018,10,V18,,,2018-09-28,2018-09-25
1189,NYMEX,RB,2018,11,X18,,,2018-10-31,2018-10-26
1190,NYMEX,RB,2018,12,Z18,,,2018-11-30,2018-11-27
1191,NYMEX,RB,2019,1,F19,,,2018-12-31,2018-12-26
1192,NYMEX,RB,2019,2,G19,,,2019-01-31,2019-01-28
1193,NYMEX,RB,2019,3,H19,,,2019-02-28,2019-02-25
1194,NYMEX,RB,2019,4,J19,,,2019-03-29,2019-03-26
1195,NYMEX,RB,2019,5,K19,,,2019-04-30,2019-04-25
1196,NYMEX,RB,2019,6,M19,,,2019-05-31,2019-05-28
1197,NYMEX,RB,2019,7,N19,,,2019-06-28,2019-06-25
1198,NYMEX,RB,2019,8,Q19,,,2019-07-31,2019-07-26
1199,NYMEX,RB,2019,9,U19,,,2019-08-30,2019-08-27
1200,NYMEX,RB,2019,10,V19,,,2019-09-30,2019-09-25
1201,NYMEX,RB,2019,11,X19,,,2019-10-31,2019-10-28
1202,NYMEX,RB,2019,12,Z19,,,2019-11-29,2019-11-25
1203,NYMEX,RB,2020,1,F20,,,2019-12-31,2019-12-26
1204,NYMEX,RB,2020,2,G20,,,2020-01-31,2020-01-28
1205,NYMEX,RB,2020,3,H20,,,2020-02-28,2020-02-25
1206,NYMEX,RB,2020,4,J20,,,2020-03-31,2020-03-26
1207,NYMEX,RB,2020,5,K20,,,2020-04-30,2020-04-27
1208,NYMEX,RB,2020,6,M20,,,2020-05-29,2020-05-26
1209,NYMEX,RB,2020,7,N20,,,2020-06-30,2020-06-25
1210,NYMEX,RB,2020,8,Q20,,,2020-07-31,2020-07-28
1211,NYMEX,RB,2020,9,U20,,,2020-08-31,2020-08-26
1212,NYMEX,RB,2020,10,V20,,,2020-09-30,2020-09-25
1213,NYMEX,RB,2020,11,X20,,,2020-10-30,2020-10-27
1214,NYMEX,RB,2020,12,Z20,,,2020-11-30,2020-11-24
1215,NYMEX,RB,2021,1,F21,,,2020-12-31,2020-12-28
